date_long,year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type
19571206,1957,57050,USA,NTS,DOE,37,-116,0,0,0,0,0,US/FRANCE NUCLEAR SAFETY TESTING,PASCAL-C,SHAFT
19571209,1957,57051,USA,NTS,DOE,37,-116,0,0,0,0.5,0.5,US/FRANCE NUCLEAR SAFETY TESTING,COULOMB-C,SURFACE
19571228,1957,57052,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,12,12,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19580104,1958,58001,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.3,1.3,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19580117,1958,58002,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.5,0.5,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19580222,1958,58003,USA,NTS,DOE,37,-116,0,0,0,0,0.001,US/FRANCE NUCLEAR SAFETY TESTING,VENUS,TUNNEL
19580223,1958,58004,USSR,NZ RUSS,DOE,73,55,0,0,0,860,860,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19580227,1958,58005,USSR,NZ RUSS,DOE,73,55,0,0,0,250,250,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19580227,1958,58006,USSR,NZ RUSS,DOE,73,55,0,0,0,1500,1500,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19580313,1958,58007,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.2,1.2,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19580314,1958,58008,USSR,NZ RUSS,DOE,73,55,0,0,0,40,40,SOVIET NUCLEAR STUDY,NA,ATMOSPHERE
19580314,1958,58009,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,35,35,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19580314,1958,58010,USA,NTS,DOE,37,-116,0,0,0,0,0.001,US/FRANCE NUCLEAR SAFETY TESTING,URANUS,TUNNEL
19580315,1958,58011,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,14,14,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19580318,1958,58012,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.16,0.16,SOVIET NUCLEAR STUDY,NA,ATMOSPHERE
19580320,1958,58013,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,12,12,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19580321,1958,58014,USSR,NZ RUSS,DOE,73,55,0,0,0,650,650,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19580322,1958,58015,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,18,18,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19580428,1958,58016,USA,PACIFIC,DOE,12.617,163.017,0,0,-28,1.7,1.7,BRITISH/FRENCH/US NUCLEAR STUDY,YUCCA,BALLOON
19580428,1958,58017,UK,CHRISTMAS IS,DOE,2,-157,0,0,0,3000,3000,WEAPONS DEVELOPMENT PROGRAM,GRAPPLE Y,AIRDROP
19580505,1958,58018,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,18,18,WEAPONS DEVELOPMENT PROGRAM,CACTUS,SURFACE
19580511,1958,58019,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,1360,1360,WEAPONS DEVELOPMENT PROGRAM,FIR,BARGE
19580511,1958,58020,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,81,81,WEAPONS DEVELOPMENT PROGRAM,BUTTERNUT,BARGE
19580512,1958,58021,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,1370,1370,WEAPONS DEVELOPMENT PROGRAM,KOA,SURFACE
19580516,1958,58022,USA,ENEWETAK,DOE,11.3,162.15,0,0,0.2,9,9,BRITISH/FRENCH/US NUCLEAR STUDY,WAHOO,UNDERWATER
19580520,1958,58023,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,5.9,5.9,WEAPONS DEVELOPMENT PROGRAM,HOLLY,BARGE
19580521,1958,58024,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,25.1,25.1,WEAPONS DEVELOPMENT PROGRAM,NUTMEG,BARGE
19580526,1958,58025,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,330,330,WEAPONS DEVELOPMENT PROGRAM,YELLOW WOOD,BARGE
19580526,1958,58026,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,57,57,WEAPONS DEVELOPMENT PROGRAM,MAGNOLIA,BARGE
19580530,1958,58027,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,11.6,11.6,WEAPONS DEVELOPMENT PROGRAM,TOBACCO,BARGE
19580531,1958,58028,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,92,92,WEAPONS DEVELOPMENT PROGRAM,SYCAMORE,BARGE
19580602,1958,58029,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,15,15,WEAPONS DEVELOPMENT PROGRAM,ROSE,BARGE
19580608,1958,58030,USA,ENEWETAK,DOE,11.3,162.15,0,0,0.05,8,8,BRITISH/FRENCH/US NUCLEAR STUDY,UMBRELLA,UNDERWATER
19580610,1958,58031,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,213,213,WEAPONS DEVELOPMENT PROGRAM,MAPLE,BARGE
19580614,1958,58032,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,319,319,WEAPONS DEVELOPMENT PROGRAM,ASPEN,BARGE
19580614,1958,58033,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,1450,1450,WEAPONS DEVELOPMENT PROGRAM,WALNUT,BARGE
19580618,1958,58034,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,11,11,WEAPONS DEVELOPMENT PROGRAM,LINDEN,BARGE
19580627,1958,58035,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,412,412,WEAPONS DEVELOPMENT PROGRAM,REDWOOD,BARGE
19580627,1958,58036,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,880,880,WEAPONS DEVELOPMENT PROGRAM,ELDER,BARGE
19580628,1958,58037,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,8900,8900,WEAPONS DEVELOPMENT PROGRAM,OAK,BARGE
19580629,1958,58038,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,14,14,WEAPONS DEVELOPMENT PROGRAM,HICKORY,BARGE
19580701,1958,58039,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,5.2,5.2,WEAPONS DEVELOPMENT PROGRAM,SEQUOIA,BARGE
19580702,1958,58040,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,220,220,WEAPONS DEVELOPMENT PROGRAM,CEDAR,BARGE
19580705,1958,58041,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,397,397,WEAPONS DEVELOPMENT PROGRAM,DOGWOOD,BARGE
19580712,1958,58042,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,9300,9300,WEAPONS DEVELOPMENT PROGRAM,POPLAR,BARGE
19580714,1958,58043,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,0,0,US/FRANCE NUCLEAR SAFETY TESTING,SCAEVOLA,BARGE
19580717,1958,58044,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,255,255,WEAPONS DEVELOPMENT PROGRAM,PISONIA,BARGE
19580722,1958,58045,USA,BIKINI,DOE,11.35,165.2,0,0,-0.001,65,65,WEAPONS DEVELOPMENT PROGRAM,JUNIPER,BARGE
19580722,1958,58046,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,202,202,WEAPONS DEVELOPMENT PROGRAM,OLIVE,BARGE
19580726,1958,58047,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,2000,2000,WEAPONS DEVELOPMENT PROGRAM,PINE,BARGE
19580801,1958,58048,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,-85,3800,3800,BRITISH/FRENCH/US NUCLEAR STUDY,TEAK,ROCKET
19580806,1958,58049,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,0,0,WEAPONS DEVELOPMENT PROGRAM,QUINCE,SURFACE
19580812,1958,58050,USA,JOHNSTON IS,DOE,16.45,-169.32,0,0,-45,3800,3800,BRITISH/FRENCH/US NUCLEAR STUDY,ORANGE,ROCKET
19580818,1958,58051,USA,ENEWETAK,DOE,11.3,162.15,0,0,-0.001,0.02,0.02,WEAPONS DEVELOPMENT PROGRAM,FIG,SURFACE
19580822,1958,58052,UK,CHRISTMAS IS,DOE,2,-157,0,0,0,24,24,WEAPONS DEVELOPMENT PROGRAM,GRAPPLE Z,BALLOON
19580827,1958,58053,USA,S. ATLANTIC,DOE,-38.5,-11.5,0,0,-160,1,2,BRITISH/FRENCH/US NUCLEAR STUDY,ARGUS:I,ROCKET
19580830,1958,58054,USA,S.ATLANTIC,DOE,-49.5,-8.2,0,0,-160,1,2,BRITISH/FRENCH/US NUCLEAR STUDY,ARGUS:II,ROCKET
19580902,1958,58055,UK,CHRISTMAS IS,DOE,2,-157,0,0,0,1000,1000,WEAPONS DEVELOPMENT PROGRAM,GRAPPLE,AIRDROP
19580906,1958,58056,USA,S.ATLANTIC,DOE,-48.5,-9.7,0,0,-160,1,2,BRITISH/FRENCH/US NUCLEAR STUDY,ARGUS:III,ROCKET
19580911,1958,58057,UK,CHRISTMAS IS,DOE,2,-157,0,0,0,800,800,WEAPONS DEVELOPMENT PROGRAM,GRAPPLE Z,AIRDROP
19580912,1958,58058,USA,NTS,DOE,37,-116,0,0,0,0.038,0.038,WEAPONS DEVELOPMENT PROGRAM,OTERO,SHAFT
19580917,1958,58059,USA,NTS,DOE,37,-116,0,0,0,0.015,0.015,US/FRANCE NUCLEAR SAFETY TESTING,BERNALILLO,SHAFT
19580919,1958,58060,USA,NTS,DOE,37,-116,0,0,-0.2,0.083,0.083,WEAPONS DEVELOPMENT PROGRAM,EDDY,BALLOON
19580921,1958,58061,USA,NTS,DOE,37,-116,0,0,0,0.0015,0.0015,WEAPONS DEVELOPMENT PROGRAM,LUNA,SHAFT
19580923,1958,58062,UK,CHRISTMAS IS,DOE,2,-157,0,0,0,25,25,WEAPONS DEVELOPMENT PROGRAM,GRAPPLE Z,BALLOON
19580923,1958,58063,USA,NTS,DOE,37,-116,0,0,0,0,0,US/FRANCE NUCLEAR SAFETY TESTING,MERCURY,TUNNEL
19580926,1958,58064,USA,NTS,DOE,37,-116,0,0,0,0.002,0.002,WEAPONS DEVELOPMENT PROGRAM,VALENCIA,SHAFT
19580928,1958,58065,USA,NTS,DOE,37,-116,0,0,0,0.013,0.013,WEAPONS DEVELOPMENT PROGRAM,MARS,TUNNEL
19580929,1958,58066,USA,NTS,DOE,37,-116,0,0,-0.5,2,2,WEAPONS DEVELOPMENT PROGRAM,MORA,BALLOON
19580930,1958,58067,USSR,NZ RUSS,DOE,73,55,0,0,0,1200,1200,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19580930,1958,58068,USSR,NZ RUSS,DOE,73,55,0,0,0,900,900,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19581002,1958,58069,USSR,NZ RUSS,DOE,73,55,0,0,0,290,290,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19581002,1958,58070,USSR,NZ RUSS,DOE,73,55,0,0,0,40,40,SOVIET NUCLEAR STUDY,NA,ATMOSPHERE
19581004,1958,58071,USSR,NZ RUSS,MTM,73,55,0,0,0,9,9,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19581005,1958,58072,USSR,NZ RUSS,DOE,73,55,0,0,0,15,15,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19581005,1958,58073,USA,NTS,DOE,37,-116,0,0,0,0.077,0.077,US/FRANCE NUCLEAR SAFETY TESTING,HIDALGO,BALLOON
19581005,1958,58074,USA,NTS,DOE,37,-116,0,0,0,0.0055,0.0055,US/FRANCE NUCLEAR SAFETY TESTING,COLFAX,SHAFT
19581006,1958,58075,USSR,NZ RUSS,MTM,73,55,0,0,0,5.5,5.5,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19581008,1958,58076,USA,NTS,DOE,37,-116,2.6,0,0.1,0.072,0.072,WEAPONS DEVELOPMENT PROGRAM,TAMALPAIS,TUNNEL
19581010,1958,58077,USSR,NZ RUSS,DOE,73,55,0,0,0,68,68,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19581010,1958,58078,USA,NTS,DOE,37,-116,0,0,-0.03,0.079,0.079,WEAPONS DEVELOPMENT PROGRAM,QUAY,TOWER
19581012,1958,58079,USSR,NZ RUSS,DOE,73,55,0,0,0,1450,1450,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19581013,1958,58080,USA,NTS,DOE,37,-116,0,0,-0.5,1.4,1.4,WEAPONS DEVELOPMENT PROGRAM,LEA,BALLOON
19581014,1958,58081,USA,NTS,DOE,37,-116,0,0,0,0.115,0.115,US/FRANCE NUCLEAR SAFETY TESTING,NEPTUNE,TUNNEL
19581015,1958,58082,USSR,NZ RUSS,DOE,73,55,0,0,0,1500,1500,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19581015,1958,58083,USA,NTS,DOE,37,-116,0,0,-0.002,0.0012,0.0012,WEAPONS DEVELOPMENT PROGRAM,HAMILTON,TOWER
19581016,1958,58084,USA,NTS,DOE,37,-116,4.4,0,0.3,5,5,WEAPONS DEVELOPMENT PROGRAM,LOGAN,TUNNEL
19581016,1958,58085,USA,NTS,DOE,37,-116,0,0,-0.15,0.037,0.037,WEAPONS DEVELOPMENT PROGRAM,DONA ANA,BALLOON
19581017,1958,58086,USA,NTS,DOE,37,-116,0,0,-0.001,0.024,0.024,US/FRANCE NUCLEAR SAFETY TESTING,VESTA,SURFACE
19581018,1958,58087,USSR,NZ RUSS,DOE,73,55,0,0,0,2900,2900,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19581018,1958,58088,USA,NTS,DOE,37,-116,0,0,-0.025,0.09,0.09,WEAPONS DEVELOPMENT PROGRAM,RIO ARRIBA,TOWER
19581019,1958,58089,USSR,NZ RUSS,DOE,73,55,0,0,0,40,40,SOVIET NUCLEAR STUDY,NA,ATMOSPHERE
19581019,1958,58090,USSR,NZ RUSS,MTM,73,55,0,0,0,0,0.001,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19581020,1958,58091,USSR,NZ RUSS,DOE,73,55,0,0,0,440,440,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19581020,1958,58113,USA,NTS,DOE,37,-116,0,0,0,0,0,US/FRANCE NUCLEAR SAFETY TESTING,SAN JUAN,SHAFT
19581021,1958,58092,USSR,NZ RUSS,MTM,73,55,0,0,0,2,2,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19581022,1958,58093,USSR,NZ RUSS,DOE,73,55,0,0,0,2800,2800,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19581022,1958,58094,USA,NTS,DOE,37,-116,0,0,-0.5,6,6,WEAPONS DEVELOPMENT PROGRAM,SOCORRO,BALLOON
19581022,1958,58095,USA,NTS,DOE,37,-116,0,0,-0.5,0.115,0.115,WEAPONS DEVELOPMENT PROGRAM,WRANGELL,BALLOON
19581022,1958,58096,USA,NTS,DOE,37,-116,0,0,-0.02,0.188,0.188,WEAPONS DEVELOPMENT PROGRAM,RUSHMORE,BALLOON
19581022,1958,58114,USA,NTS,DOE,37,-116,0,0,0,0,0,US/FRANCE NUCLEAR SAFETY TESTING,OBERON,TOWER
19581024,1958,58097,USSR,NZ RUSS,DOE,73,55,0,0,0,1000,1000,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19581024,1958,58098,USA,NTS,DOE,37,-116,0,0,0,0.021,0.021,US/FRANCE NUCLEAR SAFETY TESTING,CATRON,TOWER
19581024,1958,58099,USA,NTS,DOE,37,-116,0,0,0,0.0017,0.0017,US/FRANCE NUCLEAR SAFETY TESTING,JUNO,SURFACE
19581025,1958,58100,USSR,NZ RUSS,DOE,73,55,0,0,0,190,190,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19581025,1958,58101,USSR,NZ RUSS,MTM,73,55,0,0,0,0,0.1,SOVIET NUCLEAR STUDY,NA,ATMOSPHERE
19581026,1958,58102,USA,NTS,DOE,37,-116,0,0,0,7.00E-04,7.00E-04,US/FRANCE NUCLEAR SAFETY TESTING,CERES,TOWER
19581026,1958,58103,USA,NTS,DOE,37,-116,0,0,-0.5,4.9,4.9,WEAPONS DEVELOPMENT PROGRAM,SANFORD,BALLOON
19581026,1958,58104,USA,NTS,DOE,37,-116,0,0,-0.5,2.2,2.2,WEAPONS DEVELOPMENT PROGRAM,DEBACA,BALLOON
19581027,1958,58105,USA,NTS,DOE,37,-116,0,0,0,6.00E-04,6.00E-04,WEAPONS DEVELOPMENT PROGRAM,CHAVEZ,TOWER
19581029,1958,58106,USA,NTS,DOE,37,-116,0,0,0.3,0.055,0.055,WEAPONS DEVELOPMENT PROGRAM,EVANS,TUNNEL
19581029,1958,58107,USA,NTS,DOE,37,-116,0,0,-0.01,0.0078,0.0078,WEAPONS DEVELOPMENT PROGRAM,HUMBOLDT,TOWER
19581029,1958,58115,USA,NTS,DOE,37,-116,0,0,0,0,0,WEAPONS DEVELOPMENT PROGRAM,MAZAMA,TOWER
19581030,1958,58108,USA,NTS,DOE,37,-116,4.8,0,-0.5,1.3,1.3,WEAPONS DEVELOPMENT PROGRAM,SANTA FE,BALLOON
19581030,1958,58109,USA,NTS,DOE,37,-116,0,0,0.3,22,22,WEAPONS DEVELOPMENT PROGRAM,BLANCA,TUNNEL
19581030,1958,58110,USA,NTS,DOE,37,-116,0,0,0,2.00E-04,2.00E-04,US/FRANCE NUCLEAR SAFETY TESTING,TITANIA,TOWER
19581030,1958,58116,USA,NTS,DOE,37,-116,0,0,0,0,0,US/FRANCE NUCLEAR SAFETY TESTING,GANYMEDE,SURFACE
19581101,1958,58111,USSR,MTR RUSS,DOE,48,46,0,0,0,10,10,BRITISH/FRENCH/US NUCLEAR STUDY,NA,ATMOSPHERE
19581103,1958,58112,USSR,HTR RUSS,DOE,48,46,0,0,0,10,10,BRITISH/FRENCH/US NUCLEAR STUDY,NA,ATMOSPHERE
19600213,1960,60001,FRANCE,REGGANE ALG,DOE,26.19,-0.04,0,0,-0.1,0,200,BRITISH/FRENCH/US NUCLEAR STUDY,GERBOISE BLEUE,TOWER
19600401,1960,60002,FRANCE,REGGANE ALG,DOE,26,-0.09,0,0,-0.001,0,20,WEAPONS DEVELOPMENT PROGRAM,GERBOISEBLANCHE,SURFACE
19601227,1960,60003,FRANCE,REGGANE ALG,DOE,26,-0.1,0,0,0,0,20,BRITISH/FRENCH/US NUCLEAR STUDY,GERBOISE ROUGE,TOWER
19610425,1961,61001,FRANCE,REGGANE ALG,DOE,26,-0.1,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,GERBOISE VERTE,TOWER
19610901,1961,61002,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,16,16,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19610904,1961,61003,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,9,9,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19610905,1961,61004,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,16,16,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19610906,1961,61005,USSR,MTR RUSS,DOE,48.45,44.3,0,0,0,11,11,BRITISH/FRENCH/US NUCLEAR STUDY,NA,ATMOSPHERE
19610906,1961,61006,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.1,1.1,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19610909,1961,61007,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.38,0.38,SOVIET NUCLEAR STUDY,NA,SURFACE
19610910,1961,61008,USSR,NZ RUSS,UGS,74.2,52.5,0,0,0,2700,2700,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19610910,1961,61009,USSR,NZ RUSS,DOE,73,55,0,0,0,12,12,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19610910,1961,61010,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.88,0.88,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19610911,1961,61011,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.3,0.3,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19610912,1961,61012,USSR,NZ RUSS,UGS,74.2,52.1,0,0,0,1150,1150,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19610913,1961,61013,USSR,NZ RUSS,DOE,73,55,0,0,0,6,6,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19610913,1961,61014,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19610914,1961,61015,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.4,0.4,WEAPONS DEVELOPMENT PROGRAM,NA,SURFACE
19610914,1961,61016,USSR,NZ RUSS,UGS,74.6,51.1,0,0,0,1200,1200,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19610915,1961,61017,USA,NTS,DOE,37,-116,4.4,0,0.45,2.6,2.6,WEAPONS DEVELOPMENT PROGRAM,ANTLER,TUNNEL
19610916,1961,61018,USSR,NZ RUSS,UGS,74,51.9,0,0,0,830,830,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19610916,1961,61019,USA,NTS,DOE,37,-116,2.5,0,0.1,0,20,WEAPONS DEVELOPMENT PROGRAM,SHREW,SHAFT
19610917,1961,61020,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,20,150,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19610918,1961,61021,USSR,NZ RUSS,UGS,74,52,0,0,0,1000,1000,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19610918,1961,61022,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.004,0.004,SOVIET NUCLEAR STUDY,NA,SURFACE
19610918,1961,61023,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.75,0.75,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19610919,1961,61024,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.03,0.03,SOVIET NUCLEAR STUDY,NA,SURFACE
19610920,1961,61025,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,4.8,4.8,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19610920,1961,61026,USSR,NZ RUSS,DOE,73,55,0,0,0,150,1500,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19610921,1961,61027,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.8,0.8,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19610922,1961,61028,USSR,NZ RUSS,DOE,73,55,0,0,0,260,260,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19610926,1961,61029,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,1.2,1.2,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19611001,1961,61030,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,3,3,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19611001,1961,61031,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,BOOMER,SHAFT
19611002,1961,61032,USSR,NZ RUSS,DOE,73,55,0,0,0,250,250,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19611004,1961,61033,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,13,13,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19611004,1961,61034,USSR,NZ RUSS,UGS,73.7,53.8,0,0,0,1500,10000,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19611006,1961,61035,USSR,NZ RUSS,UGS,74.3,51.6,0,0,0,4000,4000,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19611006,1961,61036,USSR,MTR RUSS,MTM,48,46,0,0,0,40,40,BRITISH/FRENCH/US NUCLEAR STUDY,NA,ATMOSPHERE
19611008,1961,61037,USSR,NZ RUSS,DOE,73,55,0,0,0,15,15,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19611010,1961,61038,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,CHENA,TUNNEL
19611011,1961,61039,USSR,SEMI KAZAKH,UGS,50,77.7,0,0,0,1,1,SOVIET NUCLEAR STUDY,NA,TUNNEL
19611012,1961,61040,USSR,SEMI KAZAKH,DOE,50,78,0,0,0,15,15,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19611017,1961,61041,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,6.6,6.6,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19611019,1961,61042,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19611020,1961,61043,USSR,NZ RUSS,UGS,73.8,53.2,0,0,0,1450,1450,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19611023,1961,61044,USSR,NZ RUSS,UGS,73.9,53.8,0,0,0,12500,12500,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19611023,1961,61045,USSR,NZ RUSS,UGS,70.7,53.5,0,0,0,4.8,4.8,BRITISH/FRENCH/US NUCLEAR STUDY,NA,UNDERWATER
19611025,1961,61046,USSR,NZ RUSS,DOE,73,55,0,0,0,300,300,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19611025,1961,61047,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.5,0.5,SOVIET NUCLEAR STUDY,NA,ATMOSPHERE
19611027,1961,61048,USSR,NZ RUSS,UGS,70.7,53.5,0,0,0,16,16,BRITISH/FRENCH/US NUCLEAR STUDY,NA,WATER SURFACE
19611027,1961,61049,USSR,MTR RUSS,MTM,48,46,0,0,0,1.2,1.2,BRITISH/FRENCH/US NUCLEAR STUDY,NA,SPACE
19611027,1961,61050,USSR,MTR RUSS,MTM,48,46,0,0,0,1.2,1.2,BRITISH/FRENCH/US NUCLEAR STUDY,NA,SPACE
19611029,1961,61051,USA,NTS,DOE,37,-116,0,0,0,0,20,WEAPONS DEVELOPMENT PROGRAM,MINK,SHAFT
19611030,1961,61052,USSR,SEMI KAZAKH,MTM,50,78,0,0,0,0.09,0.09,BRITISH/FRENCH/US NUCLEAR STUDY,NA,ATMOSPHERE
19611030,1961,61053,USSR,NZ RUSS,UGS,73.8,53.5,0,0,0,50000,50000,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19611031,1961,61054,USSR,NZ RUSS,UGS,73.6,56.2,0,0,0,5000,5000,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
19611031,1961,61055,USSR,NZ RUSS,UGS,75.1,56.7,0,0,0,150,1500,WEAPONS DEVELOPMENT PROGRAM,NA,ATMOSPHERE
